mSigma,Observed Intens,Observed m/z,calc. m/z,err mDa,err ppm,sum formula,Br,C,Cl,H,N,O,S,rdb,DBE,H/C,O/C,Ç¿¶È,N/C,KM,KMD
92.92,23900700,331.022604,331.022619,0.015,0.045,C13 H12 Cl O8  ,0,13,1,12,0,8,0,7.5,7,0.923076923,0.615384615,,0,,
227.8,23900700,331.022604,331.022309,-0.295,-0.89,C23 H7 O S     ,0,23,0,7,0,1,1,20.5,20,0.304347826,0.043478261,,0,,
354.02,23900700,331.022604,331.022632,0.028,0.084,C9 H17 Cl2 N4 O S2 ,0,9,2,17,4,1,2,2.5,2,1.888888889,0.111111111,,0.444444444,,
23.65,58192424,331.030638,331.030685,0.047,0.141,C12 H11 O11    ,0,12,0,11,0,11,0,7.5,7,0.916666667,0.916666667,,0,,
26.75,58192424,331.030638,331.030698,0.059,0.18,C8 H16 Cl N4 O4 S2 ,0,8,1,16,4,4,2,2.5,2,2,0.5,,0.5,,
281.96,58192424,331.030638,331.030783,0.145,0.438,C12 H19 Cl4 N2 ,0,12,4,19,2,0,0,2.5,2,1.583333333,0,,0.166666667,,
17.6,80302656,331.046033,331.045941,-0.092,-0.278,C16 H11 O8     ,0,16,0,11,0,8,0,11.5,11,0.6875,0.5,,0,,
89.76,80302656,331.046033,331.046157,0.124,0.376,C9 H19 N2 O5 S3 ,0,9,0,19,2,5,3,1.5,1,2.111111111,0.555555556,,0.222222222,,
238.87,80302656,331.046033,331.045954,-0.079,-0.239,C12 H16 Cl N4 O S2 ,0,12,1,16,4,1,2,6.5,6,1.333333333,0.083333333,,0.333333333,,
292.52,29778500,331.049399,331.049108,-0.291,-0.879,C16 H12 Cl N2 O4 ,0,16,1,12,2,4,0,11.5,11,0.75,0.25,,0.125,,
457.39,29778500,331.049399,331.049312,-0.088,-0.265,C13 H15 O8 S   ,0,13,0,15,0,8,1,6.5,6,1.153846154,0.615384615,,0,,
528.48,29778500,331.049399,331.049325,-0.075,-0.226,C9 H20 Cl N4 O S3 ,0,9,1,20,4,1,3,1.5,1,2.222222222,0.111111111,,0.444444444,,
590.43,3739724,331.054774,331.054981,0.208,0.628,C9 H16 Cl N2 O9 ,0,9,1,16,2,9,0,2.5,2,1.777777778,1,,0.222222222,,
606.13,3739724,331.054774,331.054672,-0.102,-0.307,C19 H11 N2 O2 S ,0,19,0,11,2,2,1,15.5,15,0.578947368,0.105263158,,0.105263158,,
647.61,3739724,331.054774,331.055045,0.272,0.821,C14 H20 Br O4  ,1,14,0,20,0,4,0,4.5,4,1.428571429,0.285714286,,0,,
125.7,30016082,331.059143,331.059004,-0.139,-0.42,C14 H16 Cl O7  ,0,14,1,16,0,7,0,6.5,6,1.142857143,0.5,,0,,
319.39,30016082,331.059143,331.059017,-0.126,-0.381,C10 H21 Cl2 N4 S2 ,0,10,2,21,4,0,2,1.5,1,2.1,0,,0.4,,
317.3,32846430,331.066385,331.066279,-0.107,-0.322,C13 H20 Br N2 O3 ,1,13,0,20,2,3,0,4.5,4,1.538461538,0.230769231,,0.153846154,,
332.85,32846430,331.066385,331.066194,-0.191,-0.577,C19 H17 Cl2 O  ,0,19,2,17,0,1,0,10.5,10,0.894736842,0.052631579,,0,,
507.75,32846430,331.066385,331.066215,-0.17,-0.515,C8 H16 Cl N4 O8 ,0,8,1,16,4,8,0,2.5,2,2,1,,0.5,,
18.64,223416928,331.067049,331.06707,0.021,0.064,C13 H15 O10    ,0,13,0,15,0,10,0,6.5,6,1.153846154,0.769230769,,0,,
118.02,223416928,331.067049,331.067083,0.034,0.104,C9 H20 Cl N4 O3 S2 ,0,9,1,20,4,3,2,1.5,1,2.222222222,0.333333333,,0.444444444,,
752.36,5083759,331.078072,331.078304,0.232,0.701,C12 H15 N2 O9  ,0,12,0,15,2,9,0,6.5,6,1.25,0.75,,0.166666667,,
25.06,57987700,331.082347,331.082326,-0.02,-0.061,C17 H15 O7     ,0,17,0,15,0,7,0,10.5,10,0.882352941,0.411764706,,0,,
93.96,57987700,331.082347,331.082543,0.196,0.592,C10 H23 N2 O4 S3 ,0,10,0,23,2,4,3,0.5,0,2.3,0.4,,0.2,,
156.3,57987700,331.082347,331.082339,-0.007,-0.022,C13 H20 Cl N4 S2 ,0,13,1,20,4,0,2,5.5,5,1.538461538,0,,0.307692308,,
356.97,22950522,331.08574,331.085494,-0.247,-0.745,C17 H16 Cl N2 O3 ,0,17,1,16,2,3,0,10.5,10,0.941176471,0.176470588,,0.117647059,,
511.11,22950522,331.08574,331.085697,-0.043,-0.13,C14 H19 O7 S   ,0,14,0,19,0,7,1,5.5,5,1.357142857,0.5,,0,,
550.41,22950522,331.08574,331.08571,-0.03,-0.091,C10 H24 Cl N4 S3 ,0,10,1,24,4,0,3,0.5,0,2.4,0,,0.4,,
606.28,3270275,331.091298,331.091431,0.132,0.4,C15 H24 Br O3  ,1,15,0,24,0,3,0,3.5,3,1.6,0.2,,0,,
621.82,3270275,331.091298,331.091367,0.069,0.207,C10 H20 Cl N2 O8 ,0,10,1,20,2,8,0,1.5,1,2,0.8,,0.2,,
644.28,3270275,331.091298,331.091057,-0.241,-0.728,C20 H15 N2 O S ,0,20,0,15,2,1,1,14.5,14,0.75,0.05,,0.1,,
329.51,18647688,331.095559,331.09539,-0.169,-0.511,C15 H20 Cl O6  ,0,15,1,20,0,6,0,5.5,5,1.333333333,0.4,,0,,
462.97,13755027,331.102728,331.10258,-0.148,-0.447,C20 H21 Cl2    ,0,20,2,21,0,0,0,9.5,9,1.05,0,,0,,
561.3,13755027,331.102728,331.102664,-0.063,-0.192,C14 H24 Br N2 O2 ,1,14,0,24,2,2,0,3.5,3,1.714285714,0.142857143,,0.142857143,,
638.71,13755027,331.102728,331.1026,-0.127,-0.385,C9 H20 Cl N4 O7 ,0,9,1,20,4,7,0,1.5,1,2.222222222,0.777777778,,0.444444444,,
20.36,98357912,331.103485,331.103456,-0.03,-0.09,C14 H19 O9     ,0,14,0,19,0,9,0,5.5,5,1.357142857,0.642857143,,0,,
135.47,98357912,331.103485,331.103469,-0.017,-0.051,C10 H24 Cl N4 O2 S2 ,0,10,1,24,4,2,2,0.5,0,2.4,0.2,,0.4,,
18.28,42816172,331.118679,331.118712,0.033,0.098,C18 H19 O6     ,0,18,0,19,0,6,0,9.5,9,1.055555556,0.333333333,,0,,
214.37,12927664,331.122084,331.121879,-0.205,-0.618,C18 H20 Cl N2 O2 ,0,18,1,20,2,2,0,9.5,9,1.111111111,0.111111111,,0.111111111,,
321.38,12927664,331.122084,331.122083,-0.001,-0.004,C15 H23 O6 S   ,0,15,0,23,0,6,1,4.5,4,1.533333333,0.4,,0,,
469.34,3787711,331.13187,331.131775,-0.094,-0.285,C16 H24 Cl O5  ,0,16,1,24,0,5,0,4.5,4,1.5,0.3125,,0,,
95.12,11121355,331.139891,331.139841,-0.05,-0.151,C15 H23 O8     ,0,15,0,23,0,8,0,4.5,4,1.533333333,0.533333333,,0,,
18.8,19235554,331.15506,331.155097,0.038,0.114,C19 H23 O5     ,0,19,0,23,0,5,0,8.5,8,1.210526316,0.263157895,,0,,
126.12,4413208,331.191502,331.191483,-0.019,-0.059,C20 H27 O4     ,0,20,0,27,0,4,0,7.5,7,1.35,0.2,,0,,
532.2,3427579,331.859808,331.859564,-0.244,-0.735,C7 H Cl3 N O6 S ,0,7,3,1,1,6,1,6.5,6,0.142857143,0.857142857,,0.142857143,,
580.59,3427579,331.859808,331.859713,-0.095,-0.288,C6 H8 Br2 N O3 S ,2,6,0,8,1,3,1,2.5,2,1.333333333,0.5,,0.166666667,,
719.62,3264426,331.97742,331.977459,0.039,0.118,C6 H7 Cl N3 O11 ,0,6,1,7,3,11,0,4.5,4,1.166666667,1.833333333,,0.5,,
719.91,3264426,331.97742,331.977655,0.235,0.708,C10 H16 Cl2 N O S3 ,0,10,2,16,1,1,3,2.5,2,1.6,0.1,,0.1,,
756.91,3264426,331.97742,331.97715,-0.27,-0.815,C16 H2 N3 O4 S ,0,16,0,2,3,4,1,17.5,17,0.125,0.25,,0.1875,,
91.18,3467219,332.004867,332.004804,-0.062,-0.188,C14 H6 N O9    ,0,14,0,6,1,9,0,12.5,12,0.428571429,0.642857143,,0.071428571,,
609.81,3467219,332.004867,332.005021,0.154,0.464,C7 H14 N3 O6 S3 ,0,7,0,14,3,6,3,2.5,2,2,0.857142857,,0.428571429,,
621.72,3467219,332.004867,332.005106,0.239,0.721,C11 H17 Cl3 N O2 S ,0,11,3,17,1,2,1,2.5,2,1.545454545,0.181818182,,0.090909091,,
554.29,4730853,332.017327,332.017076,-0.251,-0.755,C12 H16 Br Cl N3 O ,1,12,1,16,3,1,0,5.5,5,1.333333333,0.083333333,,0.25,,
589.14,4730853,332.017327,332.01728,-0.047,-0.141,C9 H19 Br N O5 S ,1,9,0,19,1,5,1,0.5,0,2.111111111,0.555555556,,0.111111111,,
632.43,4730853,332.017327,332.017558,0.232,0.697,C22 H6 N O S   ,0,22,0,6,1,1,1,20.5,20,0.272727273,0.045454545,,0.045454545,,
553.2,16177161,332.041293,332.04119,-0.104,-0.312,C15 H10 N O8   ,0,15,0,10,1,8,0,11.5,11,0.666666667,0.533333333,,0.066666667,,
601.24,16177161,332.041293,332.041406,0.113,0.34,C8 H18 N3 O5 S3 ,0,8,0,18,3,5,3,1.5,1,2.25,0.625,,0.375,,
623.61,16177161,332.041293,332.041492,0.198,0.597,C12 H21 Cl3 N O S ,0,12,3,21,1,1,1,1.5,1,1.75,0.083333333,,0.083333333,,
326.27,7617552,332.0462,332.046272,0.072,0.215,C8 H19 Br N3 O6 ,1,8,0,19,3,6,0,0.5,0,2.375,0.75,,0.375,,
505.78,7617552,332.0462,332.046187,-0.013,-0.039,C14 H16 Cl2 N O4 ,0,14,2,16,1,4,0,6.5,6,1.142857143,0.285714286,,0.071428571,,
599.24,14209087,332.07764,332.077575,-0.065,-0.194,C16 H14 N O7   ,0,16,0,14,1,7,0,10.5,10,0.875,0.4375,,0.0625,,
611.25,14209087,332.07764,332.077792,0.152,0.457,C9 H22 N3 O4 S3 ,0,9,0,22,3,4,3,0.5,0,2.444444444,0.444444444,,0.333333333,,
619.38,14209087,332.07764,332.077877,0.237,0.714,C13 H25 Cl3 N S ,0,13,3,25,1,0,1,0.5,0,1.923076923,0,,0.076923077,,
542.28,4143174,332.082568,332.082573,0.004,0.013,C15 H20 Cl2 N O3 ,0,15,2,20,1,3,0,5.5,5,1.333333333,0.2,,0.066666667,,
542.49,3426346,332.750957,332.750802,-0.155,-0.466,C H Br2 Cl2 N2 O2 S ,2,1,2,1,2,2,1,0.5,0,1,2,,2,,
74.67,8433940,332.907583,332.907534,-0.049,-0.147,C2 H5 O15 S2   ,0,2,0,5,0,15,2,0.5,0,2.5,7.5,,0,,
259.06,8433940,332.907583,332.907331,-0.252,-0.758,C5 H2 Cl N2 O11 S ,0,5,1,2,2,11,1,5.5,5,0.4,2.2,,0.4,,
329.04,8433940,332.907583,332.907527,-0.057,-0.17,C9 H11 Cl2 O S4 ,0,9,2,11,0,1,4,3.5,3,1.222222222,0.111111111,,0,,
143.49,28015946,332.943895,332.943912,0.018,0.053,C10 H15 Cl2 S4 ,0,10,2,15,0,0,4,2.5,2,1.5,0,,0,,
290.3,28015946,332.943895,332.943716,-0.178,-0.535,C6 H6 Cl N2 O10 S ,0,6,1,6,2,10,1,4.5,4,1,1.666666667,,0.333333333,,
322.38,28015946,332.943895,332.943577,-0.318,-0.955,C14 H7 Br Cl N2 O ,1,14,1,7,2,1,0,11.5,11,0.5,0.071428571,,0.142857143,,
18.33,32111972,332.961545,332.961539,-0.006,-0.019,C11 H10 Br O7  ,1,11,0,10,0,7,0,6.5,6,0.909090909,0.636363636,,0,,
76.99,32111972,332.961545,332.961382,-0.163,-0.49,C9 H9 N4 O2 S4 ,0,9,0,9,4,2,4,7.5,7,1,0.222222222,,0.444444444,,
174.54,32111972,332.961545,332.961552,0.007,0.02,C7 H15 Br Cl N4 S2 ,1,7,1,15,4,0,2,1.5,1,2.142857143,0,,0.571428571,,
75.15,4950418,332.99224,332.992191,-0.049,-0.148,C11 H9 O10 S   ,0,11,0,9,0,10,1,7.5,7,0.818181818,0.909090909,,0,,
406.42,4950418,332.99224,332.992204,-0.036,-0.109,C7 H14 Cl N4 O3 S3 ,0,7,1,14,4,3,3,2.5,2,2,0.428571429,,0.571428571,,
488.86,4950418,332.99224,332.991987,-0.253,-0.759,C14 H6 Cl N2 O6 ,0,14,1,6,2,6,0,12.5,12,0.428571429,0.428571429,,0.142857143,,
138.07,15992219,332.997985,332.997924,-0.061,-0.183,C12 H14 Br O6  ,1,12,0,14,0,6,0,5.5,5,1.166666667,0.5,,0,,
165.12,15992219,332.997985,332.998056,0.071,0.213,C11 H19 Cl2 O S3 ,0,11,2,19,0,1,3,1.5,1,1.727272727,0.090909091,,0,,
298.43,15992219,332.997985,332.99786,-0.125,-0.375,C7 H10 Cl N2 O11 ,0,7,1,10,2,11,0,3.5,3,1.428571429,1.571428571,,0.285714286,,
154.87,20929952,333.001941,333.001883,-0.057,-0.172,C12 H10 Cl O9  ,0,12,1,10,0,9,0,7.5,7,0.833333333,0.75,,0,,
183.25,20929952,333.001941,333.001896,-0.044,-0.133,C8 H15 Cl2 N4 O2 S2 ,0,8,2,15,4,2,2,2.5,2,1.875,0.25,,0.5,,
196.26,5879229,333.020969,333.02067,-0.3,-0.9,C23 H N4       ,0,23,0,1,4,0,0,25.5,25,0.043478261,0,,0.173913043,,
268.18,5879229,333.020969,333.021281,0.312,0.936,C10 H17 Cl4 N4 ,0,10,4,17,4,0,0,2.5,2,1.7,0,,0.4,,
496.36,5879229,333.020969,333.021183,0.213,0.641,C10 H9 N2 O11  ,0,10,0,9,2,11,0,7.5,7,0.9,1.1,,0.2,,
20.19,103095744,333.025222,333.025205,-0.017,-0.05,C15 H9 O9      ,0,15,0,9,0,9,0,11.5,11,0.6,0.6,,0,,
57.16,103095744,333.025222,333.025422,0.2,0.6,C8 H17 N2 O6 S3 ,0,8,0,17,2,6,3,1.5,1,2.125,0.75,,0.25,,
189.48,103095744,333.025222,333.025218,-0.004,-0.011,C11 H14 Cl N4 O2 S2 ,0,11,1,14,4,2,2,6.5,6,1.272727273,0.181818182,,0.363636364,,
137.07,25976264,333.028603,333.028576,-0.027,-0.082,C12 H13 O9 S   ,0,12,0,13,0,9,1,6.5,6,1.083333333,0.75,,0,,
236.5,25976264,333.028603,333.028373,-0.231,-0.693,C15 H10 Cl N2 O5 ,0,15,1,10,2,5,0,11.5,11,0.666666667,0.333333333,,0.133333333,,
470.48,25976264,333.028603,333.028437,-0.167,-0.501,C20 H14 Br     ,1,20,0,14,0,0,0,13.5,13,0.7,0,,0,,
462.9,5086675,333.035818,333.035983,0.165,0.494,C10 H22 Cl N2 S4 ,0,10,1,22,2,0,4,0.5,0,2.2,0,,0.2,,
542.68,5086675,333.035818,333.035766,-0.052,-0.156,C17 H14 Cl O3 S ,0,17,1,14,0,3,1,10.5,10,0.823529412,0.176470588,,0,,
592.46,5086675,333.035818,333.035647,-0.171,-0.513,C14 H14 Br N4 O ,1,14,0,14,4,1,0,9.5,9,1,0.071428571,,0.285714286,,
382.57,25804246,333.038358,333.038269,-0.089,-0.268,C13 H14 Cl O8  ,0,13,1,14,0,8,0,6.5,6,1.076923077,0.615384615,,0,,
382.89,25804246,333.038358,333.038282,-0.076,-0.229,C9 H19 Cl2 N4 O S2 ,0,9,2,19,4,1,2,1.5,1,2.111111111,0.111111111,,0.444444444,,
491.51,6232558,333.053574,333.053741,0.167,0.501,C10 H22 Cl N2 O2 S3 ,0,10,1,22,2,2,3,0.5,0,2.2,0.2,,0.2,,
643.54,6232558,333.053574,333.053525,-0.05,-0.149,C17 H14 Cl O5  ,0,17,1,14,0,5,0,10.5,10,0.823529412,0.294117647,,0,,
698.86,6232558,333.053574,333.053545,-0.029,-0.087,C6 H13 N4 O12  ,0,6,0,13,4,12,0,2.5,2,2.166666667,2,,0.666666667,,
446.35,8936947,333.057372,333.057568,0.196,0.589,C11 H13 N2 O10 ,0,11,0,13,2,10,0,6.5,6,1.181818182,0.909090909,,0.181818182,,
27.39,136355328,333.061588,333.061591,0.003,0.01,C16 H13 O8     ,0,16,0,13,0,8,0,10.5,10,0.8125,0.5,,0,,
63.33,136355328,333.061588,333.061807,0.22,0.66,C9 H21 N2 O5 S3 ,0,9,0,21,2,5,3,0.5,0,2.333333333,0.555555556,,0.222222222,,
155.3,136355328,333.061588,333.061604,0.016,0.048,C12 H18 Cl N4 O S2 ,0,12,1,18,4,1,2,5.5,5,1.5,0.083333333,,0.333333333,,
83.57,35950080,333.064961,333.064962,0.001,0.002,C13 H17 O8 S   ,0,13,0,17,0,8,1,5.5,5,1.307692308,0.615384615,,0,,
119.59,35950080,333.064961,333.064758,-0.203,-0.609,C16 H14 Cl N2 O4 ,0,16,1,14,2,4,0,10.5,10,0.875,0.25,,0.125,,
565.16,35950080,333.064961,333.064975,0.014,0.041,C9 H22 Cl N4 O S3 ,0,9,1,22,4,1,3,0.5,0,2.444444444,0.111111111,,0.444444444,,
444.07,22879756,333.074718,333.074654,-0.064,-0.191,C14 H18 Cl O7  ,0,14,1,18,0,7,0,5.5,5,1.285714286,0.5,,0,,
487.15,22879756,333.074718,333.074667,-0.051,-0.153,C10 H23 Cl2 N4 S2 ,0,10,2,23,4,0,2,0.5,0,2.3,0,,0.4,,
87.65,38100504,333.082794,333.08272,-0.074,-0.221,C13 H17 O10    ,0,13,0,17,0,10,0,5.5,5,1.307692308,0.769230769,,0,,
346.52,38100504,333.082794,333.082733,-0.061,-0.182,C9 H22 Cl N4 O3 S2 ,0,9,1,22,4,3,2,0.5,0,2.444444444,0.333333333,,0.444444444,,
648.04,4165668,333.09005,333.08991,-0.14,-0.419,C18 H18 Cl O4  ,0,18,1,18,0,4,0,9.5,9,1,0.222222222,,0,,
656.26,4165668,333.09005,333.089931,-0.119,-0.357,C7 H17 N4 O11  ,0,7,0,17,4,11,0,1.5,1,2.428571429,1.571428571,,0.571428571,,
342.86,6430250,333.09377,333.093954,0.183,0.55,C12 H17 N2 O9  ,0,12,0,17,2,9,0,5.5,5,1.416666667,0.75,,0.166666667,,
464.95,16829998,333.097218,333.097121,-0.097,-0.291,C12 H18 Cl N4 O5 ,0,12,1,18,4,5,0,5.5,5,1.5,0.416666667,,0.333333333,,
488.14,16829998,333.097218,333.097325,0.107,0.321,C9 H21 N2 O9 S ,0,9,0,21,2,9,1,0.5,0,2.333333333,1,,0.222222222,,
601.57,16829998,333.097218,333.097185,-0.033,-0.099,C17 H22 Br N2  ,1,17,0,22,2,0,0,7.5,7,1.294117647,0,,0.117647059,,
40.33,96427568,333.097971,333.097976,0.005,0.016,C17 H17 O7     ,0,17,0,17,0,7,0,9.5,9,1,0.411764706,,0,,
301.2,96427568,333.097971,333.097989,0.018,0.054,C13 H22 Cl N4 S2 ,0,13,1,22,4,0,2,4.5,4,1.692307692,0,,0.307692308,,
121.18,15330869,333.101314,333.101347,0.033,0.1,C14 H21 O7 S   ,0,14,0,21,0,7,1,4.5,4,1.5,0.5,,0,,
226.76,15330869,333.101314,333.101144,-0.17,-0.511,C17 H18 Cl N2 O3 ,0,17,1,18,2,3,0,9.5,9,1.058823529,0.176470588,,0.117647059,,
504.75,7801411,333.111058,333.11104,-0.018,-0.054,C15 H22 Cl O6  ,0,15,1,22,0,6,0,4.5,4,1.466666667,0.4,,0,,
34.02,57597540,333.134403,333.134362,-0.041,-0.123,C18 H21 O6     ,0,18,0,21,0,6,0,8.5,8,1.166666667,0.333333333,,0,,
92.37,3774571,333.137704,333.137733,0.028,0.085,C15 H25 O6 S   ,0,15,0,25,0,6,1,3.5,3,1.666666667,0.4,,0,,
180.48,3774571,333.137704,333.137529,-0.175,-0.526,C18 H22 Cl N2 O2 ,0,18,1,22,2,2,0,8.5,8,1.222222222,0.111111111,,0.111111111,,
29,13397660,333.170842,333.170747,-0.095,-0.284,C19 H25 O5     ,0,19,0,25,0,5,0,7.5,7,1.315789474,0.263157895,,0,,
148.96,10589071,334.02048,334.020454,-0.026,-0.076,C14 H8 N O9    ,0,14,0,8,1,9,0,11.5,11,0.571428571,0.642857143,,0.071428571,,
597.81,10589071,334.02048,334.020756,0.276,0.827,C11 H19 Cl3 N O2 S ,0,11,3,19,1,2,1,1.5,1,1.727272727,0.181818182,,0.090909091,,
612.28,10589071,334.02048,334.020671,0.191,0.572,C7 H16 N3 O6 S3 ,0,7,0,16,3,6,3,1.5,1,2.285714286,0.857142857,,0.428571429,,
545.25,3493271,334.025517,334.025452,-0.065,-0.195,C13 H14 Cl2 N O5 ,0,13,2,14,1,5,0,6.5,6,1.076923077,0.384615385,,0.076923077,,
641.53,3493271,334.025517,334.025815,0.298,0.892,C20 H4 N3 O3   ,0,20,0,4,3,3,0,20.5,20,0.2,0.15,,0.15,,
659.05,3493271,334.025517,334.025536,0.019,0.058,C7 H17 Br N3 O7 ,1,7,0,17,3,7,0,0.5,0,2.428571429,1,,0.428571429,,
520.78,4012477,334.05132,334.051183,-0.137,-0.41,C15 H16 N3 S3  ,0,15,0,16,3,0,3,9.5,9,1.066666667,0,,0.2,,
93.22,25744326,334.056884,334.05684,-0.044,-0.132,C15 H12 N O8   ,0,15,0,12,1,8,0,10.5,10,0.8,0.533333333,,0.066666667,,
608.65,25744326,334.056884,334.057056,0.173,0.516,C8 H20 N3 O5 S3 ,0,8,0,20,3,5,3,0.5,0,2.5,0.625,,0.375,,
642.57,25744326,334.056884,334.057142,0.258,0.772,C12 H23 Cl3 N O S ,0,12,3,23,1,1,1,0.5,0,1.916666667,0.083333333,,0.083333333,,
531.19,3886541,334.061726,334.061837,0.111,0.332,C14 H18 Cl2 N O4 ,0,14,2,18,1,4,0,5.5,5,1.285714286,0.285714286,,0.071428571,,
68.84,13304828,334.093293,334.093225,-0.067,-0.202,C16 H16 N O7   ,0,16,0,16,1,7,0,9.5,9,1,0.4375,,0.0625,,
109.57,5070898,334.129652,334.129611,-0.041,-0.124,C17 H20 N O6   ,0,17,0,20,1,6,0,8.5,8,1.176470588,0.352941176,,0.058823529,,
475.09,5453912,334.841808,334.84162,-0.188,-0.561,C6 H9 Br2 O2 S2 ,2,6,0,9,0,2,2,1.5,1,1.5,0.333333333,,0,,
498.22,5453912,334.841808,334.842089,0.281,0.839,C6 H Br2 N4 O3 ,2,6,0,1,4,3,0,7.5,7,0.166666667,0.5,,0.666666667,,
332.82,5951625,334.874756,334.874486,-0.27,-0.808,C11 H2 Cl3 O4 S ,0,11,3,2,0,4,1,9.5,9,0.181818182,0.363636364,,0,,
386.21,5951625,334.874756,334.874634,-0.122,-0.364,C10 H9 Br2 O S ,2,10,0,9,0,1,1,5.5,5,0.9,0.1,,0,,
387.16,5951625,334.874756,334.87457,-0.186,-0.555,C5 H5 Br Cl N2 O6 S ,1,5,1,5,2,6,1,3.5,3,1,1.2,,0.4,,
233.03,16730321,334.92313,334.922981,-0.149,-0.444,C5 H4 Cl N2 O11 S ,0,5,1,4,2,11,1,4.5,4,0.8,2.2,,0.4,,
345.35,16730321,334.92313,334.923177,0.047,0.141,C9 H13 Cl2 O S4 ,0,9,2,13,0,1,4,2.5,2,1.444444444,0.111111111,,0,,
432.18,16730321,334.92313,334.922841,-0.288,-0.861,C13 H5 Br Cl N2 O2 ,1,13,1,5,2,2,0,11.5,11,0.384615385,0.153846154,,0.153846154,,
97.8,4012767,334.932877,334.932567,-0.31,-0.925,C13 H3 O7 S2   ,0,13,0,3,0,7,2,12.5,12,0.230769231,0.538461538,,0,,
204.14,4012767,334.932877,334.93258,-0.297,-0.887,C9 H8 Cl N4 S4 ,0,9,1,8,4,0,4,7.5,7,0.888888889,0,,0.444444444,,
276.31,4012767,334.932877,334.932673,-0.204,-0.609,C6 H5 Cl2 N2 O10 ,0,6,2,5,2,10,0,4.5,4,0.833333333,1.666666667,,0.333333333,,
285.57,3345147,334.951627,334.951952,0.325,0.97,C15 H5 Cl2 O5  ,0,15,2,5,0,5,0,12.5,12,0.333333333,0.333333333,,0,,
465.56,3345147,334.951627,334.9513,-0.327,-0.976,C7 H9 Cl2 N2 O7 S ,0,7,2,9,2,7,1,3.5,3,1.285714286,1,,0.285714286,,
549.54,3345147,334.951627,334.951364,-0.263,-0.786,C12 H13 Br Cl O2 S ,1,12,1,13,0,2,1,5.5,5,1.083333333,0.166666667,,0,,
126.8,33151238,334.959513,334.959562,0.049,0.147,C10 H17 Cl2 S4 ,0,10,2,17,0,0,4,1.5,1,1.7,0,,0,,
149.16,33151238,334.959513,334.959366,-0.147,-0.438,C6 H8 Cl N2 O10 S ,0,6,1,8,2,10,1,3.5,3,1.333333333,1.666666667,,0.333333333,,
242.82,33151238,334.959513,334.959227,-0.286,-0.855,C14 H9 Br Cl N2 O ,1,14,1,9,2,1,0,10.5,10,0.642857143,0.071428571,,0.142857143,,
70.86,3520281,334.971475,334.971455,-0.02,-0.06,C10 H7 O11 S   ,0,10,0,7,0,11,1,7.5,7,0.7,1.1,,0,,
200.07,3520281,334.971475,334.971316,-0.16,-0.477,C18 H8 Br O2   ,1,18,0,8,0,2,0,14.5,14,0.444444444,0.111111111,,0,,
216.04,3520281,334.971475,334.971468,-0.007,-0.021,C6 H12 Cl N4 O4 S3 ,0,6,1,12,4,4,3,2.5,2,2,0.666666667,,0.666666667,,
129.59,19482914,334.977249,334.977189,-0.06,-0.179,C11 H12 Br O7  ,1,11,0,12,0,7,0,5.5,5,1.090909091,0.636363636,,0,,
168.47,19482914,334.977249,334.977032,-0.217,-0.648,C9 H11 N4 O2 S4 ,0,9,0,11,4,2,4,6.5,6,1.222222222,0.222222222,,0.444444444,,
235.94,19482914,334.977249,334.977321,0.072,0.214,C10 H17 Cl2 O2 S3 ,0,10,2,17,0,2,3,1.5,1,1.7,0.2,,0,,
37.9,44525896,335.004465,335.004686,0.222,0.661,C7 H15 N2 O7 S3 ,0,7,0,15,2,7,3,1.5,1,2.142857143,1,,0.285714286,,
73.6,44525896,335.004465,335.00447,0.005,0.015,C14 H7 O10     ,0,14,0,7,0,10,0,11.5,11,0.5,0.714285714,,0,,
282.64,44525896,335.004465,335.004483,0.018,0.054,C10 H12 Cl N4 O3 S2 ,0,10,1,12,4,3,2,6.5,6,1.2,0.3,,0.4,,
248.98,7813967,335.007828,335.007637,-0.19,-0.569,C14 H8 Cl N2 O6 ,0,14,1,8,2,6,0,11.5,11,0.571428571,0.428571429,,0.142857143,,
405.84,7813967,335.007828,335.007841,0.013,0.039,C11 H11 O10 S  ,0,11,0,11,0,10,1,6.5,6,1,0.909090909,,0,,
539.67,7813967,335.007828,335.007854,0.026,0.078,C7 H16 Cl N4 O3 S3 ,0,7,1,16,4,3,3,1.5,1,2.285714286,0.428571429,,0.571428571,,
518.28,7197016,335.01354,335.013706,0.166,0.496,C11 H21 Cl2 O S3 ,0,11,2,21,0,1,3,0.5,0,1.909090909,0.090909091,,0,,
540.81,7197016,335.01354,335.013511,-0.03,-0.089,C7 H12 Cl N2 O11 ,0,7,1,12,2,11,0,2.5,2,1.714285714,1.571428571,,0.285714286,,
559.74,7197016,335.01354,335.013574,0.034,0.102,C12 H16 Br O6  ,1,12,0,16,0,6,0,4.5,4,1.333333333,0.5,,0,,
226.06,21227870,335.017571,335.017533,-0.038,-0.112,C12 H12 Cl O9  ,0,12,1,12,0,9,0,6.5,6,1,0.75,,0,,
289.44,21227870,335.017571,335.017546,-0.025,-0.074,C8 H17 Cl2 N4 O2 S2 ,0,8,2,17,4,2,2,1.5,1,2.125,0.25,,0.5,,
250.24,9486714,335.036602,335.036833,0.231,0.689,C10 H11 N2 O11 ,0,10,0,11,2,11,0,6.5,6,1.1,1.1,,0.2,,
